,State,State Code,Year of Death,Year of Death Code,Age of Mother,Age of Mother Code,ICD Chapter,ICD Chapter Code,Deaths,Births,Death Rate
3713,Missouri,29.0,2017.0,2017.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,35.0,23047.0,1.53
3714,Missouri,29.0,2017.0,2017.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10.0,23047.0,0.44 (Unreliable)
3715,Missouri,29.0,2017.0,2017.0,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,21.0,23047.0,0.92
3716,Missouri,29.0,2017.0,2017.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,49.0,19260.0,2.56
3717,Missouri,29.0,2017.0,2017.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,28.0,19260.0,1.46
3718,Missouri,29.0,2017.0,2017.0,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,10.0,19260.0,0.52 (Unreliable)
3719,Missouri,29.0,2017.0,2017.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,21.0,8259.0,2.56
3720,Missouri,29.0,2017.0,2017.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,15.0,8259.0,1.83 (Unreliable)
3721,Missouri,29.0,2018.0,2018.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,20.0,4109.0,4.90
3722,Missouri,29.0,2018.0,2018.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,50.0,16400.0,3.07
3723,Missouri,29.0,2018.0,2018.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,16.0,16400.0,0.98 (Unreliable)
3724,Missouri,29.0,2018.0,2018.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15.0,16400.0,0.91 (Unreliable)
3725,Missouri,29.0,2018.0,2018.0,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,16.0,16400.0,0.98 (Unreliable)
3726,Missouri,29.0,2018.0,2018.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,57.0,23233.0,2.47
3727,Missouri,29.0,2018.0,2018.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,37.0,23233.0,1.60
3728,Missouri,29.0,2018.0,2018.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12.0,23233.0,0.52 (Unreliable)
3729,Missouri,29.0,2018.0,2018.0,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,18.0,23233.0,0.77 (Unreliable)
3730,Missouri,29.0,2018.0,2018.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,45.0,19395.0,2.33
3731,Missouri,29.0,2018.0,2018.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24.0,19395.0,1.24
3732,Missouri,29.0,2018.0,2018.0,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,14.0,19395.0,0.72 (Unreliable)
3733,Missouri,29.0,2018.0,2018.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,29.0,8458.0,3.45
3734,Missouri,29.0,2018.0,2018.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,19.0,8458.0,2.26 (Unreliable)
3735,Missouri,29.0,2019.0,2019.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,51.0,15795.0,3.26
3736,Missouri,29.0,2019.0,2019.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,16.0,15795.0,1.02 (Unreliable)
3737,Missouri,29.0,2019.0,2019.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12.0,15795.0,0.76 (Unreliable)
3738,Missouri,29.0,2019.0,2019.0,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,26.0,15795.0,1.65
3739,Missouri,29.0,2019.0,2019.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,69.0,22829.0,3.00
3740,Missouri,29.0,2019.0,2019.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,21.0,22829.0,0.93
3741,Missouri,29.0,2019.0,2019.0,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,20.0,22829.0,0.88
3742,Missouri,29.0,2019.0,2019.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,41.0,19444.0,2.13
3743,Missouri,29.0,2019.0,2019.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,20.0,19444.0,1.04
3744,Missouri,29.0,2019.0,2019.0,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,12.0,19444.0,0.62 (Unreliable)
3745,Missouri,29.0,2019.0,2019.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,25.0,8573.0,2.94
3746,Missouri,29.0,2019.0,2019.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10.0,8573.0,1.17 (Unreliable)
3747,Montana,30.0,2008.0,2008.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10.0,3883.0,2.58 (Unreliable)
3748,Montana,30.0,2009.0,2009.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13.0,3764.0,3.45 (Unreliable)
3749,Montana,30.0,2012.0,2012.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,10.0,3752.0,2.67 (Unreliable)
3750,Montana,30.0,2014.0,2014.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,13.0,3914.0,3.32 (Unreliable)
3751,Montana,30.0,2016.0,2016.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,10.0,3250.0,3.08 (Unreliable)
3752,Montana,30.0,2018.0,2018.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,11.0,2410.0,4.56 (Unreliable)
3753,Nebraska,31.0,2007.0,2007.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,14.0,2280.0,6.14 (Unreliable)
3754,Nebraska,31.0,2007.0,2007.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,18.0,6916.0,2.60 (Unreliable)
3755,Nebraska,31.0,2007.0,2007.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,30.0,8653.0,3.47
3756,Nebraska,31.0,2007.0,2007.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18.0,8653.0,2.09 (Unreliable)
3757,Nebraska,31.0,2007.0,2007.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,20.0,5982.0,3.34
3758,Nebraska,31.0,2008.0,2008.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,10.0,2286.0,4.43 (Unreliable)
3759,Nebraska,31.0,2008.0,2008.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,20.0,6653.0,3.04
3760,Nebraska,31.0,2008.0,2008.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,14.0,8868.0,1.59 (Unreliable)
3761,Nebraska,31.0,2008.0,2008.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11.0,6104.0,1.82 (Unreliable)
3762,Nebraska,31.0,2009.0,2009.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,14.0,6452.0,2.17 (Unreliable)
3763,Nebraska,31.0,2009.0,2009.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11.0,6452.0,1.70 (Unreliable)
3764,Nebraska,31.0,2009.0,2009.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,20.0,8827.0,2.27
3765,Nebraska,31.0,2009.0,2009.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10.0,8827.0,1.13 (Unreliable)
3766,Nebraska,31.0,2009.0,2009.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10.0,8827.0,1.13 (Unreliable)
3767,Nebraska,31.0,2010.0,2010.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,16.0,6157.0,2.60 (Unreliable)
3768,Nebraska,31.0,2010.0,2010.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,28.0,8666.0,3.24
3769,Nebraska,31.0,2010.0,2010.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,13.0,6167.0,2.11 (Unreliable)
3770,Nebraska,31.0,2010.0,2010.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11.0,6167.0,1.79 (Unreliable)
3771,Nebraska,31.0,2011.0,2011.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,10.0,5801.0,1.74 (Unreliable)
3772,Nebraska,31.0,2011.0,2011.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,19.0,8592.0,2.24 (Unreliable)
3773,Nebraska,31.0,2011.0,2011.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10.0,8592.0,1.17 (Unreliable)
3774,Nebraska,31.0,2011.0,2011.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,15.0,6595.0,2.30 (Unreliable)
3775,Nebraska,31.0,2011.0,2011.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14.0,6595.0,2.14 (Unreliable)
3776,Nebraska,31.0,2012.0,2012.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,10.0,5676.0,1.78 (Unreliable)
3777,Nebraska,31.0,2012.0,2012.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,20.0,8510.0,2.38
3778,Nebraska,31.0,2012.0,2012.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11.0,8510.0,1.30 (Unreliable)
3779,Nebraska,31.0,2013.0,2013.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,14.0,5647.0,2.48 (Unreliable)
3780,Nebraska,31.0,2013.0,2013.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,25.0,8631.0,2.90
3781,Nebraska,31.0,2013.0,2013.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12.0,8631.0,1.39 (Unreliable)
3782,Nebraska,31.0,2013.0,2013.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,11.0,7030.0,1.56 (Unreliable)
3783,Nebraska,31.0,2013.0,2013.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,13.0,2672.0,4.87 (Unreliable)
3784,Nebraska,31.0,2014.0,2014.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,12.0,5571.0,2.17 (Unreliable)
3785,Nebraska,31.0,2014.0,2014.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,18.0,8679.0,2.09 (Unreliable)
3786,Nebraska,31.0,2014.0,2014.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,13.0,8679.0,1.51 (Unreliable)
3787,Nebraska,31.0,2014.0,2014.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,18.0,7735.0,2.35 (Unreliable)
3788,Nebraska,31.0,2014.0,2014.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10.0,7735.0,1.30 (Unreliable)
3789,Nebraska,31.0,2015.0,2015.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,14.0,5345.0,2.64 (Unreliable)
3790,Nebraska,31.0,2015.0,2015.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,25.0,8665.0,2.91
3791,Nebraska,31.0,2015.0,2015.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,17.0,8665.0,1.98 (Unreliable)
3792,Nebraska,31.0,2015.0,2015.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,19.0,7591.0,2.53 (Unreliable)
3793,Nebraska,31.0,2016.0,2016.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,11.0,5034.0,2.19 (Unreliable)
3794,Nebraska,31.0,2016.0,2016.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,22.0,8681.0,2.54
3795,Nebraska,31.0,2016.0,2016.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11.0,8681.0,1.27 (Unreliable)
3796,Nebraska,31.0,2016.0,2016.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13.0,8681.0,1.52 (Unreliable)
3797,Nebraska,31.0,2016.0,2016.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,23.0,7838.0,2.94
3798,Nebraska,31.0,2016.0,2016.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,13.0,3224.0,4.04 (Unreliable)
3799,Nebraska,31.0,2017.0,2017.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,14.0,4912.0,2.88 (Unreliable)
3800,Nebraska,31.0,2017.0,2017.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,12.0,8433.0,1.43 (Unreliable)
3801,Nebraska,31.0,2017.0,2017.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12.0,8433.0,1.44 (Unreliable)
3802,Nebraska,31.0,2017.0,2017.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,14.0,7575.0,1.86 (Unreliable)
3803,Nebraska,31.0,2017.0,2017.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,13.0,3179.0,4.13 (Unreliable)
3804,Nebraska,31.0,2018.0,2018.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,15.0,4585.0,3.29 (Unreliable)
3805,Nebraska,31.0,2018.0,2018.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10.0,4585.0,2.19 (Unreliable)
3806,Nebraska,31.0,2018.0,2018.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,22.0,8263.0,2.66
3807,Nebraska,31.0,2018.0,2018.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,15.0,7662.0,1.96 (Unreliable)
3808,Nebraska,31.0,2018.0,2018.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,14.0,3300.0,4.24 (Unreliable)
3809,Nebraska,31.0,2019.0,2019.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,22.0,8039.0,2.77
3810,Nebraska,31.0,2019.0,2019.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,14.0,7354.0,1.92 (Unreliable)
3811,Nebraska,31.0,2019.0,2019.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11.0,7354.0,1.51 (Unreliable)
3812,Nevada,32.0,2007.0,2007.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,16.0,4351.0,3.72 (Unreliable)
3813,Nevada,32.0,2007.0,2007.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,31.0,10666.0,2.93
3814,Nevada,32.0,2007.0,2007.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14.0,10666.0,1.30 (Unreliable)
3815,Nevada,32.0,2007.0,2007.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,11.0,10666.0,1.05 (Unreliable)
3816,Nevada,32.0,2007.0,2007.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,20.0,11934.0,1.71
3817,Nevada,32.0,2007.0,2007.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12.0,11934.0,0.98 (Unreliable)
3818,Nevada,32.0,2007.0,2007.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,27.0,8744.0,3.07
3819,Nevada,32.0,2007.0,2007.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12.0,8744.0,1.33 (Unreliable)
3820,Nevada,32.0,2007.0,2007.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,17.0,4405.0,3.90 (Unreliable)
3821,Nevada,32.0,2008.0,2008.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,17.0,4262.0,3.88 (Unreliable)
3822,Nevada,32.0,2008.0,2008.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,22.0,9929.0,2.18
3823,Nevada,32.0,2008.0,2008.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14.0,9929.0,1.46 (Unreliable)
3824,Nevada,32.0,2008.0,2008.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,21.0,11542.0,1.81
3825,Nevada,32.0,2008.0,2008.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,15.0,11542.0,1.27 (Unreliable)
3826,Nevada,32.0,2008.0,2008.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,19.0,8302.0,2.24 (Unreliable)
3827,Nevada,32.0,2009.0,2009.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,13.0,3879.0,3.37 (Unreliable)
3828,Nevada,32.0,2009.0,2009.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,25.0,9308.0,2.70
3829,Nevada,32.0,2009.0,2009.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10.0,9308.0,1.08 (Unreliable)
3830,Nevada,32.0,2009.0,2009.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10.0,9308.0,1.09 (Unreliable)
3831,Nevada,32.0,2009.0,2009.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,24.0,10836.0,2.23
3832,Nevada,32.0,2009.0,2009.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,15.0,10836.0,1.40 (Unreliable)
3833,Nevada,32.0,2009.0,2009.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,24.0,8267.0,2.92
3834,Nevada,32.0,2010.0,2010.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,12.0,8607.0,1.41 (Unreliable)
3835,Nevada,32.0,2010.0,2010.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12.0,8607.0,1.44 (Unreliable)
3836,Nevada,32.0,2010.0,2010.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,25.0,10631.0,2.37
3837,Nevada,32.0,2010.0,2010.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12.0,10631.0,1.16 (Unreliable)
3838,Nevada,32.0,2010.0,2010.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,15.0,8125.0,1.87 (Unreliable)
3839,Nevada,32.0,2010.0,2010.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,17.0,8125.0,2.15 (Unreliable)
3840,Nevada,32.0,2010.0,2010.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,11.0,4050.0,2.74 (Unreliable)
3841,Nevada,32.0,2011.0,2011.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,11.0,8412.0,1.31 (Unreliable)
3842,Nevada,32.0,2011.0,2011.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12.0,8412.0,1.43 (Unreliable)
3843,Nevada,32.0,2011.0,2011.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,24.0,10242.0,2.35
3844,Nevada,32.0,2011.0,2011.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11.0,10242.0,1.08 (Unreliable)
3845,Nevada,32.0,2011.0,2011.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,24.0,8357.0,2.89
3846,Nevada,32.0,2011.0,2011.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18.0,8357.0,2.18 (Unreliable)
3847,Nevada,32.0,2012.0,2012.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,16.0,2863.0,5.63 (Unreliable)
3848,Nevada,32.0,2012.0,2012.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,19.0,8434.0,2.27 (Unreliable)
3849,Nevada,32.0,2012.0,2012.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,20.0,10040.0,2.01
3850,Nevada,32.0,2012.0,2012.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,13.0,10040.0,1.30 (Unreliable)
3851,Nevada,32.0,2012.0,2012.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,16.0,8445.0,1.92 (Unreliable)
3852,Nevada,32.0,2012.0,2012.0,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,10.0,8445.0,1.18 (Unreliable)
3853,Nevada,32.0,2013.0,2013.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,18.0,8387.0,2.15 (Unreliable)
3854,Nevada,32.0,2013.0,2013.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11.0,8387.0,1.31 (Unreliable)
3855,Nevada,32.0,2013.0,2013.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,27.0,10010.0,2.70
3856,Nevada,32.0,2013.0,2013.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,13.0,10010.0,1.30 (Unreliable)
3857,Nevada,32.0,2013.0,2013.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,17.0,8776.0,1.94 (Unreliable)
3858,Nevada,32.0,2013.0,2013.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10.0,8776.0,1.14 (Unreliable)
3859,Nevada,32.0,2013.0,2013.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,11.0,4131.0,2.66 (Unreliable)
3860,Nevada,32.0,2014.0,2014.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,10.0,2448.0,4.08 (Unreliable)
3861,Nevada,32.0,2014.0,2014.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,25.0,8426.0,2.97
3862,Nevada,32.0,2014.0,2014.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,15.0,8426.0,1.78 (Unreliable)
3863,Nevada,32.0,2014.0,2014.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,20.0,10341.0,1.93
3864,Nevada,32.0,2014.0,2014.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,13.0,10341.0,1.26 (Unreliable)
3865,Nevada,32.0,2014.0,2014.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,24.0,9175.0,2.62
3866,Nevada,32.0,2014.0,2014.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11.0,9175.0,1.20 (Unreliable)
3867,Nevada,32.0,2014.0,2014.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,21.0,4352.0,4.83
3868,Nevada,32.0,2015.0,2015.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,17.0,8434.0,2.02 (Unreliable)
3869,Nevada,32.0,2015.0,2015.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,19.0,10458.0,1.82 (Unreliable)
3870,Nevada,32.0,2015.0,2015.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14.0,10458.0,1.34 (Unreliable)
3871,Nevada,32.0,2015.0,2015.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,18.0,9215.0,1.95 (Unreliable)
3872,Nevada,32.0,2015.0,2015.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,12.0,4676.0,2.57 (Unreliable)
3873,Nevada,32.0,2015.0,2015.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12.0,4676.0,2.57 (Unreliable)
3874,Nevada,32.0,2016.0,2016.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,22.0,8053.0,2.73
3875,Nevada,32.0,2016.0,2016.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13.0,8053.0,1.61 (Unreliable)
3876,Nevada,32.0,2016.0,2016.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,25.0,10783.0,2.32
3877,Nevada,32.0,2016.0,2016.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,18.0,9368.0,1.92 (Unreliable)
3878,Nevada,32.0,2016.0,2016.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14.0,9368.0,1.49 (Unreliable)
3879,Nevada,32.0,2017.0,2017.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,23.0,7854.0,2.93
3880,Nevada,32.0,2017.0,2017.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12.0,7854.0,1.53 (Unreliable)
3881,Nevada,32.0,2017.0,2017.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,18.0,10687.0,1.68 (Unreliable)
3882,Nevada,32.0,2017.0,2017.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14.0,10687.0,1.31 (Unreliable)
3883,Nevada,32.0,2017.0,2017.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,15.0,9258.0,1.62 (Unreliable)
3884,Nevada,32.0,2017.0,2017.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,19.0,9258.0,2.05 (Unreliable)
3885,Nevada,32.0,2017.0,2017.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,13.0,4813.0,2.70 (Unreliable)
3886,Nevada,32.0,2017.0,2017.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,13.0,4813.0,2.71 (Unreliable)
3887,Nevada,32.0,2018.0,2018.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,17.0,7611.0,2.23 (Unreliable)
3888,Nevada,32.0,2018.0,2018.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,24.0,10570.0,2.27
3889,Nevada,32.0,2018.0,2018.0,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,12.0,10570.0,1.14 (Unreliable)
3890,Nevada,32.0,2018.0,2018.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,24.0,9296.0,2.58
3891,Nevada,32.0,2018.0,2018.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14.0,9296.0,1.51 (Unreliable)
3892,Nevada,32.0,2018.0,2018.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,20.0,5132.0,3.90
3893,Nevada,32.0,2019.0,2019.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,14.0,7060.0,2.00 (Unreliable)
