Notes,State,State Code,Year of Death,Year of Death Code,Age of Mother,Age of Mother Code,ICD Chapter,ICD Chapter Code,Deaths,Births,Death Rate
,Nevada,32,2019,2019,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,14,7060,2.00 (Unreliable)
,Nevada,32,2019,2019,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14,7060,2.00 (Unreliable)
,Nevada,32,2019,2019,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,30,10614,2.85
,Nevada,32,2019,2019,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,14,9360,1.51 (Unreliable)
,Nevada,32,2019,2019,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,16,5113,3.16 (Unreliable)
,New Hampshire,33,2007,2007,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,11,2825,3.89 (Unreliable)
,New Hampshire,33,2009,2009,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,10,3893,2.57 (Unreliable)
,New Hampshire,33,2010,2010,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,11,2638,4.17 (Unreliable)
,New Hampshire,33,2011,2011,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,11,2562,4.32 (Unreliable)
,New Hampshire,33,2012,2012,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,15,3683,4.07 (Unreliable)
,New Hampshire,33,2013,2013,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,11,3646,3.02 (Unreliable)
,New Hampshire,33,2013,2013,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,13,3817,3.41 (Unreliable)
,New Hampshire,33,2015,2015,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,11,4028,2.73 (Unreliable)
,New Hampshire,33,2017,2017,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,11,3660,3.01 (Unreliable)
,New Hampshire,33,2017,2017,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,16,4094,3.91 (Unreliable)
,New Hampshire,33,2019,2019,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,10,4268,2.34 (Unreliable)
,New Jersey,34,2007,2007,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,27,7255,3.77
,New Jersey,34,2007,2007,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10,7255,1.38 (Unreliable)
,New Jersey,34,2007,2007,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,78,19831,3.93
,New Jersey,34,2007,2007,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,17,19831,0.86 (Unreliable)
,New Jersey,34,2007,2007,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,36,19831,1.82
,New Jersey,34,2007,2007,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,79,29894,2.64
,New Jersey,34,2007,2007,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,19,29894,0.64 (Unreliable)
,New Jersey,34,2007,2007,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,16,29894,0.54 (Unreliable)
,New Jersey,34,2007,2007,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,82,34076,2.40
,New Jersey,34,2007,2007,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,20,34076,0.59
,New Jersey,34,2007,2007,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,55,20137,2.71
,New Jersey,34,2007,2007,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11,20137,0.55 (Unreliable)
,New Jersey,34,2007,2007,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,11,4374,2.54 (Unreliable)
,New Jersey,34,2008,2008,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,35,7008,5.06
,New Jersey,34,2008,2008,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11,7008,1.58 (Unreliable)
,New Jersey,34,2008,2008,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10,7008,1.43 (Unreliable)
,New Jersey,34,2008,2008,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,11,7008,1.57 (Unreliable)
,New Jersey,34,2008,2008,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,62,19053,3.25
,New Jersey,34,2008,2008,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24,19053,1.27
,New Jersey,34,2008,2008,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,17,19053,0.89 (Unreliable)
,New Jersey,34,2008,2008,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,74,29272,2.53
,New Jersey,34,2008,2008,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,20,29272,0.69
,New Jersey,34,2008,2008,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12,29272,0.41 (Unreliable)
,New Jersey,34,2008,2008,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,77,33278,2.32
,New Jersey,34,2008,2008,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,36,33278,1.09
,New Jersey,34,2008,2008,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,52,19329,2.68
,New Jersey,34,2008,2008,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,16,19329,0.84 (Unreliable)
,New Jersey,34,2008,2008,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10,4410,2.29 (Unreliable)
,New Jersey,34,2009,2009,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,27,6408,4.19
,New Jersey,34,2009,2009,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12,6408,1.90 (Unreliable)
,New Jersey,34,2009,2009,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,59,18568,3.16
,New Jersey,34,2009,2009,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,17,18568,0.94 (Unreliable)
,New Jersey,34,2009,2009,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,33,18568,1.80
,New Jersey,34,2009,2009,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,81,28707,2.83
,New Jersey,34,2009,2009,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,19,28707,0.68 (Unreliable)
,New Jersey,34,2009,2009,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,17,28707,0.60 (Unreliable)
,New Jersey,34,2009,2009,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,91,33246,2.75
,New Jersey,34,2009,2009,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18,33246,0.55 (Unreliable)
,New Jersey,34,2009,2009,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,16,33246,0.49 (Unreliable)
,New Jersey,34,2009,2009,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,54,18604,2.93
,New Jersey,34,2009,2009,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,13,18604,0.71 (Unreliable)
,New Jersey,34,2009,2009,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,17,4388,3.77 (Unreliable)
,New Jersey,34,2010,2010,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,29,5793,5.08
,New Jersey,34,2010,2010,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,57,17773,3.19
,New Jersey,34,2010,2010,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,15,17773,0.86 (Unreliable)
,New Jersey,34,2010,2010,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,14,17773,0.80 (Unreliable)
,New Jersey,34,2010,2010,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,74,27455,2.70
,New Jersey,34,2010,2010,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14,27455,0.52 (Unreliable)
,New Jersey,34,2010,2010,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,16,27455,0.60 (Unreliable)
,New Jersey,34,2010,2010,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,92,32983,2.80
,New Jersey,34,2010,2010,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,19,32983,0.58 (Unreliable)
,New Jersey,34,2010,2010,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12,32983,0.37 (Unreliable)
,New Jersey,34,2010,2010,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,48,18177,2.63
,New Jersey,34,2010,2010,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,15,18177,0.83 (Unreliable)
,New Jersey,34,2011,2011,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,14,5358,2.70 (Unreliable)
,New Jersey,34,2011,2011,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,60,17353,3.44
,New Jersey,34,2011,2011,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,17,17353,1.00 (Unreliable)
,New Jersey,34,2011,2011,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,25,17353,1.44
,New Jersey,34,2011,2011,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,58,27255,2.11
,New Jersey,34,2011,2011,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,19,27255,0.71 (Unreliable)
,New Jersey,34,2011,2011,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15,27255,0.55 (Unreliable)
,New Jersey,34,2011,2011,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,99,33305,2.97
,New Jersey,34,2011,2011,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,26,33305,0.79
,New Jersey,34,2011,2011,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12,33305,0.36 (Unreliable)
,New Jersey,34,2011,2011,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,57,17837,3.18
,New Jersey,34,2011,2011,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,21,17837,1.20
,New Jersey,34,2011,2011,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,13,4342,3.09 (Unreliable)
,New Jersey,34,2012,2012,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,22,4772,4.68
,New Jersey,34,2012,2012,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,40,16827,2.36
,New Jersey,34,2012,2012,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,17,16827,1.02 (Unreliable)
,New Jersey,34,2012,2012,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,58,26832,2.16
,New Jersey,34,2012,2012,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,20,26832,0.75
,New Jersey,34,2012,2012,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,78,33144,2.36
,New Jersey,34,2012,2012,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24,33144,0.73
,New Jersey,34,2012,2012,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,51,17899,2.84
,New Jersey,34,2012,2012,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11,17899,0.62 (Unreliable)
,New Jersey,34,2012,2012,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,21,4362,4.88
,New Jersey,34,2013,2013,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,15,4188,3.66 (Unreliable)
,New Jersey,34,2013,2013,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,49,15913,3.08
,New Jersey,34,2013,2013,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,16,15913,1.02 (Unreliable)
,New Jersey,34,2013,2013,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13,15913,0.82 (Unreliable)
,New Jersey,34,2013,2013,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,64,26158,2.47
,New Jersey,34,2013,2013,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10,26158,0.39 (Unreliable)
,New Jersey,34,2013,2013,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,14,26158,0.54 (Unreliable)
,New Jersey,34,2013,2013,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,83,33638,2.47
,New Jersey,34,2013,2013,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,22,33638,0.66
,New Jersey,34,2013,2013,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10,33638,0.30 (Unreliable)
,New Jersey,34,2013,2013,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,38,18165,2.08
,New Jersey,34,2013,2013,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,16,18165,0.90 (Unreliable)
,New Jersey,34,2013,2013,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,11,4117,2.73 (Unreliable)
,New Jersey,34,2014,2014,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,15,3678,4.17 (Unreliable)
,New Jersey,34,2014,2014,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,39,15420,2.53
,New Jersey,34,2014,2014,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18,15420,1.18 (Unreliable)
,New Jersey,34,2014,2014,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15,15420,0.97 (Unreliable)
,New Jersey,34,2014,2014,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,66,26349,2.52
,New Jersey,34,2014,2014,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24,26349,0.92
,New Jersey,34,2014,2014,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,22,26349,0.84
,New Jersey,34,2014,2014,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,61,34565,1.78
,New Jersey,34,2014,2014,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,15,34565,0.44 (Unreliable)
,New Jersey,34,2014,2014,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10,34565,0.29 (Unreliable)
,New Jersey,34,2014,2014,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,46,18659,2.47
,New Jersey,34,2014,2014,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14,18659,0.76 (Unreliable)
,New Jersey,34,2014,2014,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,13,4251,3.13 (Unreliable)
,New Jersey,34,2015,2015,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,40,14728,2.73
,New Jersey,34,2015,2015,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,13,14728,0.90 (Unreliable)
,New Jersey,34,2015,2015,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,20,14728,1.36
,New Jersey,34,2015,2015,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,79,26454,3.00
,New Jersey,34,2015,2015,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12,26454,0.46 (Unreliable)
,New Jersey,34,2015,2015,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,23,26454,0.87
,New Jersey,34,2015,2015,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,69,34600,1.99
,New Jersey,34,2015,2015,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,28,34600,0.82
,New Jersey,34,2015,2015,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,46,19216,2.40
,New Jersey,34,2015,2015,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,15,19216,0.80 (Unreliable)
,New Jersey,34,2016,2016,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,29,14124,2.07
,New Jersey,34,2016,2016,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11,14124,0.79 (Unreliable)
,New Jersey,34,2016,2016,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15,14124,1.06 (Unreliable)
,New Jersey,34,2016,2016,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,63,26141,2.40
,New Jersey,34,2016,2016,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18,26141,0.69 (Unreliable)
,New Jersey,34,2016,2016,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12,26141,0.46 (Unreliable)
,New Jersey,34,2016,2016,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,79,34832,2.26
,New Jersey,34,2016,2016,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,19,34832,0.55 (Unreliable)
,New Jersey,34,2016,2016,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,54,19769,2.71
,New Jersey,34,2016,2016,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11,19769,0.56 (Unreliable)
,New Jersey,34,2016,2016,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,13,4290,3.06 (Unreliable)
,New Jersey,34,2017,2017,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,11,2837,3.89 (Unreliable)
,New Jersey,34,2017,2017,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,32,13381,2.40
,New Jersey,34,2017,2017,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14,13381,1.05 (Unreliable)
,New Jersey,34,2017,2017,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,18,13381,1.35 (Unreliable)
,New Jersey,34,2017,2017,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,61,25692,2.38
,New Jersey,34,2017,2017,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,17,25692,0.66 (Unreliable)
,New Jersey,34,2017,2017,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,20,25692,0.78
,New Jersey,34,2017,2017,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,87,34451,2.53
,New Jersey,34,2017,2017,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,25,34451,0.73
,New Jersey,34,2017,2017,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,14,34451,0.41 (Unreliable)
,New Jersey,34,2017,2017,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,39,19972,1.96
,New Jersey,34,2017,2017,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18,19972,0.90 (Unreliable)
,New Jersey,34,2017,2017,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,11,4487,2.46 (Unreliable)
,New Jersey,34,2018,2018,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,25,12890,1.95
,New Jersey,34,2018,2018,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15,12890,1.16 (Unreliable)
,New Jersey,34,2018,2018,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,57,24891,2.30
,New Jersey,34,2018,2018,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,21,24891,0.85
,New Jersey,34,2018,2018,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,11,24891,0.44 (Unreliable)
,New Jersey,34,2018,2018,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,58,34729,1.68
,New Jersey,34,2018,2018,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,17,34729,0.49 (Unreliable)
,New Jersey,34,2018,2018,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,44,20790,2.12
,New Jersey,34,2018,2018,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,13,20790,0.63 (Unreliable)
,New Jersey,34,2018,2018,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,13,4682,2.79 (Unreliable)
,New Jersey,34,2019,2019,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,27,12232,2.21
,New Jersey,34,2019,2019,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,15,12232,1.23 (Unreliable)
,New Jersey,34,2019,2019,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12,12232,0.98 (Unreliable)
,New Jersey,34,2019,2019,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,48,24291,1.98
,New Jersey,34,2019,2019,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,23,24291,0.95
,New Jersey,34,2019,2019,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,14,24291,0.58 (Unreliable)
,New Jersey,34,2019,2019,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,79,34872,2.27
,New Jersey,34,2019,2019,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,16,34872,0.46 (Unreliable)
,New Jersey,34,2019,2019,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,50,20413,2.45
,New Jersey,34,2019,2019,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18,20413,0.88 (Unreliable)
,New Jersey,34,2019,2019,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,16,4673,3.42 (Unreliable)
,New Mexico,35,2007,2007,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,15,4720,3.14 (Unreliable)
,New Mexico,35,2007,2007,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,21,9330,2.25
,New Mexico,35,2007,2007,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12,9330,1.27 (Unreliable)
,New Mexico,35,2007,2007,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13,9330,1.36 (Unreliable)
,New Mexico,35,2007,2007,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,21,8160,2.56
,New Mexico,35,2007,2007,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,14,5168,2.75 (Unreliable)
,New Mexico,35,2007,2007,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12,5168,2.36 (Unreliable)
,New Mexico,35,2008,2008,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,10,4540,2.31 (Unreliable)
,New Mexico,35,2008,2008,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,28,9279,3.01
,New Mexico,35,2008,2008,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12,9279,1.28 (Unreliable)
,New Mexico,35,2008,2008,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,20,8103,2.46 (Unreliable)
,New Mexico,35,2008,2008,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,13,5155,2.44 (Unreliable)
,New Mexico,35,2009,2009,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,21,8625,2.48
,New Mexico,35,2009,2009,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10,8625,1.16 (Unreliable)
,New Mexico,35,2009,2009,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,14,8022,1.81 (Unreliable)
,New Mexico,35,2009,2009,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14,8022,1.80 (Unreliable)
,New Mexico,35,2009,2009,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,11,4933,2.14 (Unreliable)
,New Mexico,35,2010,2010,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,11,3872,2.77 (Unreliable)
,New Mexico,35,2010,2010,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,12,8205,1.48 (Unreliable)
,New Mexico,35,2010,2010,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,16,8205,1.99 (Unreliable)
,New Mexico,35,2010,2010,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,14,7584,1.89 (Unreliable)
,New Mexico,35,2010,2010,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,14,5100,2.82 (Unreliable)
,New Mexico,35,2011,2011,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,21,7895,2.70
,New Mexico,35,2011,2011,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11,7895,1.44 (Unreliable)
,New Mexico,35,2011,2011,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,21,7744,2.65
,New Mexico,35,2011,2011,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,20,5215,3.91
,New Mexico,35,2012,2012,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,14,3275,4.28 (Unreliable)
,New Mexico,35,2012,2012,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,18,7883,2.29 (Unreliable)
,New Mexico,35,2012,2012,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18,7883,2.30 (Unreliable)
,New Mexico,35,2012,2012,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,20,7531,2.67
,New Mexico,35,2012,2012,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,26,5368,4.86
,New Mexico,35,2012,2012,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,13,5368,2.43 (Unreliable)
,New Mexico,35,2013,2013,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,21,7681,2.76
,New Mexico,35,2013,2013,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11,7681,1.44 (Unreliable)
,New Mexico,35,2013,2013,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,24,7552,3.22
