Notes,Year,Year Code,State,State Code,Age of Mother 10,Age of Mother 10 Code,Births,Female Population,Fertility Rate,Average Birth Weight,Standard Deviation for Average Birth Weight,Average LMP Gestational Age,Standard Deviation for Average LMP Gestational Age,Average OE Gestational Age,Standard Deviation for Average OE Gestational Age
,2014,2014,North Carolina,37,45-49 years,45-49,194,Not Available,Not Available,3118.66,730.79,38.11,3.32,37.77,2.34
,2014,2014,North Dakota,38,15 - 17 years,15-17,111,12835,8.65,3379.37,454.73,38.65,2.72,39.14,1.32
,2014,2014,North Dakota,38,18 - 19 years,18-19,453,10769,42.07,3297.25,521.05,38.89,2.43,38.7,1.94
,2014,2014,North Dakota,38,20-24 years,20-24,2610,32473,80.37,3314.5,548.96,38.87,2.41,38.69,1.86
,2014,2014,North Dakota,38,25-29 years,25-29,3947,25199,156.63,3371.43,567.16,38.88,2.31,38.71,1.91
,2014,2014,North Dakota,38,30-34 years,30-34,3050,24160,126.24,3380.14,589.64,38.73,2.28,38.59,1.97
,2014,2014,North Dakota,38,35-39 years,35-39,1017,19929,51.03,3372.9,634.74,38.5,2.43,38.44,2.07
,2014,2014,North Dakota,38,40-44 years,40-44,155,18765,8.26,3253.68,750.93,37.94,3,37.95,2.85
,2014,2014,Ohio,39,Under 15 years,15-,120,Not Available,Not Available,3089.39,618.14,38.12,3.7,38.26,2.98
,2014,2014,Ohio,39,15 - 17 years,15-17,2406,226577,10.62,3152.64,580.42,38.43,3.2,38.45,2.48
,2014,2014,Ohio,39,18 - 19 years,18-19,7067,150633,46.92,3173.02,583.16,38.68,2.87,38.44,2.32
,2014,2014,Ohio,39,20-24 years,20-24,34048,391444,86.98,3208.3,595.08,38.64,2.77,38.41,2.27
,2014,2014,Ohio,39,25-29 years,25-29,42205,371797,113.52,3280.63,599.46,38.68,2.55,38.47,2.16
,2014,2014,Ohio,39,30-34 years,30-34,36060,362807,99.39,3323.11,602.94,38.62,2.46,38.47,2.11
,2014,2014,Ohio,39,35-39 years,35-39,14624,341728,42.79,3299.95,630.08,38.38,2.55,38.29,2.25
,2014,2014,Ohio,39,40-44 years,40-44,2752,366587,7.51,3235.8,670.89,38.01,2.82,38.05,2.48
,2014,2014,Ohio,39,45-49 years,45-49,170,Not Available,Not Available,3092.12,794.31,37.44,3.05,37.65,2.78
,2014,2014,Ohio,39,50 years and over,50+,15,Not Available,Not Available,2718.87,810.59,37.53,2.8,37.2,3.71
,2014,2014,Oklahoma,40,Under 15 years,15-,58,Not Available,Not Available,3080.74,590,37.79,3.48,38.09,3.03
,2014,2014,Oklahoma,40,15 - 17 years,15-17,1274,75590,16.85,3161.9,591.75,38.36,3.3,38.33,2.61
,2014,2014,Oklahoma,40,18 - 19 years,18-19,3528,49133,71.81,3193.87,553.46,38.58,2.64,38.43,2.03
,2014,2014,Oklahoma,40,20-24 years,20-24,15343,140400,109.28,3249.18,569.2,38.63,2.58,38.41,2.02
,2014,2014,Oklahoma,40,25-29 years,25-29,16507,130596,126.40,3295.45,591.98,38.57,2.55,38.39,2.08
,2014,2014,Oklahoma,40,30-34 years,30-34,11565,132399,87.35,3311.77,619.54,38.37,2.57,38.27,2.19
,2014,2014,Oklahoma,40,35-39 years,35-39,4226,117583,35.94,3285.97,636.85,38.12,2.55,38.11,2.15
,2014,2014,Oklahoma,40,40-44 years,40-44,807,116952,6.90,3253.49,652.52,37.92,2.4,37.95,2.16
,2014,2014,Oklahoma,40,45-49 years,45-49,27,Not Available,Not Available,2935.89,718.96,37.48,3.06,37.22,2.41
,2014,2014,Oregon,41,Under 15 years,15-,20,Not Available,Not Available,3045.8,1010.46,37.65,5.69,37.15,5.26
,2014,2014,Oregon,41,15 - 17 years,15-17,609,71905,8.47,3234.88,609.54,38.78,3.12,38.72,2.62
,2014,2014,Oregon,41,18 - 19 years,18-19,1781,47322,37.64,3259.73,561.83,39.01,2.59,38.79,2.13
,2014,2014,Oregon,41,20-24 years,20-24,9255,132117,70.05,3320.47,555.49,39.05,2.43,38.82,2
,2014,2014,Oregon,41,25-29 years,25-29,13171,131774,99.95,3378.93,564.66,39.05,2.27,38.89,1.9
,2014,2014,Oregon,41,30-34 years,30-34,13004,137981,94.24,3398.14,573.84,38.97,2.23,38.87,1.95
,2014,2014,Oregon,41,35-39 years,35-39,6275,128734,48.74,3370.56,601.54,38.72,2.29,38.7,2.02
,2014,2014,Oregon,41,40-44 years,40-44,1341,126275,10.62,3302.75,653.07,38.3,2.61,38.35,2.4
,2014,2014,Oregon,41,45-49 years,45-49,95,Not Available,Not Available,3209.03,716.97,37.64,2.08,37.77,2.23
,2014,2014,Pennsylvania,42,Under 15 years,15-,95,Not Available,Not Available,3071.35,629.16,38.31,3.31,38.36,2.67
,2014,2014,Pennsylvania,42,15 - 17 years,15-17,2094,232297,9.01,3131.45,602.89,38.53,3.15,38.5,2.65
,2014,2014,Pennsylvania,42,18 - 19 years,18-19,5798,177039,32.75,3179.6,575.49,38.85,2.69,38.66,2.22
,2014,2014,Pennsylvania,42,20-24 years,20-24,29289,427580,68.50,3225.22,585.84,38.85,2.66,38.64,2.23
,2014,2014,Pennsylvania,42,25-29 years,25-29,41829,417940,100.08,3301.92,592.64,38.88,2.47,38.68,2.14
,2014,2014,Pennsylvania,42,30-34 years,30-34,41229,392959,104.92,3329.78,603.64,38.8,2.4,38.63,2.11
,2014,2014,Pennsylvania,42,35-39 years,35-39,17988,363634,49.47,3317.82,634.07,38.54,2.51,38.45,2.23
,2014,2014,Pennsylvania,42,40-44 years,40-44,3652,395596,9.23,3231.35,673.2,38.11,2.69,38.11,2.46
,2014,2014,Pennsylvania,42,45-49 years,45-49,267,Not Available,Not Available,3160.75,709.33,37.75,3.01,37.86,2.67
,2014,2014,Pennsylvania,42,50 years and over,50+,27,Not Available,Not Available,2632.3,890.21,36.44,4.42,36.04,3.81
,2014,2014,Rhode Island,44,15 - 17 years,15-17,145,18994,7.63,3192.64,602.19,38.72,3.34,38.68,2.47
,2014,2014,Rhode Island,44,18 - 19 years,18-19,445,18330,24.28,3131.06,601.55,38.52,2.93,38.46,2.61
,2014,2014,Rhode Island,44,20-24 years,20-24,2057,40413,50.90,3259.66,567.5,38.88,2.56,38.63,2.11
,2014,2014,Rhode Island,44,25-29 years,25-29,3007,35820,83.95,3318.82,555.21,38.96,2.32,38.68,1.96
,2014,2014,Rhode Island,44,30-34 years,30-34,3275,32758,99.98,3328.2,592.15,38.8,2.33,38.63,2.1
,2014,2014,Rhode Island,44,35-39 years,35-39,1550,30473,50.86,3349.93,612.06,38.59,2.4,38.52,2.16
,2014,2014,Rhode Island,44,40-44 years,40-44,319,33323,9.57,3270.08,627.45,38.37,2.87,38.29,2.49
,2014,2014,Rhode Island,44,45-49 years,45-49,19,Not Available,Not Available,3182.11,664.15,38.05,3.12,38.21,3.17
,2014,2014,South Carolina,45,Under 15 years,15-,49,Not Available,Not Available,2989.39,611.13,37.52,4.25,38.17,2.95
,2014,2014,South Carolina,45,15 - 17 years,15-17,1186,88811,13.35,3126.73,557.76,38.48,2.97,38.48,2.17
,2014,2014,South Carolina,45,18 - 19 years,18-19,3111,62117,50.08,3143.95,563.93,38.66,2.84,38.51,2.09
,2014,2014,South Carolina,45,20-24 years,20-24,15414,171322,89.97,3177.25,592.75,38.52,2.77,38.37,2.22
,2014,2014,South Carolina,45,25-29 years,25-29,17118,161359,106.09,3249.12,604.53,38.54,2.62,38.4,2.15
,2014,2014,South Carolina,45,30-34 years,30-34,13788,156088,88.33,3290.55,624.29,38.45,2.57,38.34,2.2
,2014,2014,South Carolina,45,35-39 years,35-39,5701,146668,38.87,3255.53,651.63,38.2,2.64,38.17,2.3
,2014,2014,South Carolina,45,40-44 years,40-44,1180,157147,7.51,3191.47,713.32,37.78,2.99,37.84,2.67
,2014,2014,South Carolina,45,45-49 years,45-49,79,Not Available,Not Available,3108.61,786.44,38,2.79,37.56,2.41
,2014,2014,South Dakota,46,15 - 17 years,15-17,216,16383,13.18,3266.75,565.96,38.41,3.45,38.35,2.74
,2014,2014,South Dakota,46,18 - 19 years,18-19,519,11634,44.61,3303.42,530.37,38.74,2.6,38.71,1.87
,2014,2014,South Dakota,46,20-24 years,20-24,2778,29514,94.12,3284.81,568.1,38.74,2.63,38.58,2.08
,2014,2014,South Dakota,46,25-29 years,25-29,4162,26702,155.87,3350.16,559.05,38.91,2.31,38.74,1.89
,2014,2014,South Dakota,46,30-34 years,30-34,3251,27163,119.68,3385.28,595.22,38.72,2.38,38.69,2.01
,2014,2014,South Dakota,46,35-39 years,35-39,1149,23662,48.56,3380.25,584.3,38.59,2.31,38.58,1.78
,2014,2014,South Dakota,46,40-44 years,40-44,193,22838,8.45,3320.07,648.05,38.49,2.6,38.52,1.93
,2014,2014,Tennessee,47,Under 15 years,15-,76,Not Available,Not Available,3054.38,508.98,38.32,2.74,38.13,2.13
,2014,2014,Tennessee,47,15 - 17 years,15-17,1695,124210,13.65,3142.49,581.83,38.44,2.78,38.38,2.4
,2014,2014,Tennessee,47,18 - 19 years,18-19,5061,80739,62.68,3135.59,585.63,38.5,2.65,38.37,2.28
,2014,2014,Tennessee,47,20-24 years,20-24,22475,231180,97.22,3192.9,574.07,38.52,2.45,38.39,2.1
,2014,2014,Tennessee,47,25-29 years,25-29,24141,218088,110.69,3263.1,597.21,38.53,2.41,38.4,2.1
,2014,2014,Tennessee,47,30-34 years,30-34,18911,215791,87.64,3295.19,613.89,38.45,2.37,38.34,2.11
,2014,2014,Tennessee,47,35-39 years,35-39,7585,205650,36.88,3286.26,637.28,38.26,2.44,38.21,2.21
,2014,2014,Tennessee,47,40-44 years,40-44,1562,220018,7.10,3204.45,684.26,37.92,2.63,37.91,2.36
,2014,2014,Tennessee,47,45-49 years,45-49,93,Not Available,Not Available,3195.28,751.99,37.78,2.85,37.92,2.5
,2014,2014,Texas,48,Under 15 years,15-,470,Not Available,Not Available,3123.33,534.04,38.37,2.79,38.37,2.13
,2014,2014,Texas,48,15 - 17 years,15-17,10644,566615,18.79,3127.79,551.87,38.38,2.73,38.37,2.22
,2014,2014,Texas,48,18 - 19 years,18-19,24419,360453,67.75,3165.71,547.7,38.51,2.56,38.43,2.13
,2014,2014,Texas,48,20-24 years,20-24,99733,968365,102.99,3212.43,552.45,38.56,2.46,38.43,2.05
,2014,2014,Texas,48,25-29 years,25-29,113074,964505,117.24,3268.87,570.8,38.56,2.4,38.42,2.05
,2014,2014,Texas,48,30-34 years,30-34,97346,970141,100.34,3281.26,597.62,38.44,2.42,38.33,2.13
,2014,2014,Texas,48,35-39 years,35-39,43993,905532,48.58,3259.2,628.92,38.21,2.51,38.13,2.23
,2014,2014,Texas,48,40-44 years,40-44,9471,919073,10.30,3197.01,667.09,37.92,2.74,37.89,2.49
,2014,2014,Texas,48,45-49 years,45-49,551,Not Available,Not Available,2969.41,749.7,37.45,3.22,37.19,2.73
,2014,2014,Texas,48,50 years and over,50+,65,Not Available,Not Available,2655.62,788.65,36.2,4.52,35.89,3.67
,2014,2014,Utah,49,Under 15 years,15-,17,Not Available,Not Available,3176.59,558.64,39.65,3.09,38.76,1.93
,2014,2014,Utah,49,15 - 17 years,15-17,538,68333,7.87,3163.01,514.36,38.68,2.62,38.46,2.11
,2014,2014,Utah,49,18 - 19 years,18-19,1625,42900,37.88,3185.48,548.91,38.59,2.75,38.42,2.39
,2014,2014,Utah,49,20-24 years,20-24,11309,121791,92.86,3246.72,530.58,38.81,2.23,38.56,1.88
,2014,2014,Utah,49,25-29 years,25-29,17219,105769,162.80,3285.95,543.48,38.69,2.17,38.49,1.92
,2014,2014,Utah,49,30-34 years,30-34,13712,111345,123.15,3297.62,567.35,38.52,2.22,38.4,1.97
,2014,2014,Utah,49,35-39 years,35-39,5710,102990,55.44,3285.07,589.81,38.36,2.23,38.29,1.99
,2014,2014,Utah,49,40-44 years,40-44,955,86260,11.07,3256.3,642.15,38.12,2.35,38.12,2.13
,2014,2014,Utah,49,45-49 years,45-49,63,Not Available,Not Available,3193.46,699.24,37.54,2.47,37.65,2.43
,2014,2014,Vermont,50,15 - 17 years,15-17,62,11188,5.54,3309.4,596.7,38.68,2.21,38.77,1.84
,2014,2014,Vermont,50,18 - 19 years,18-19,245,10364,23.64,3194.9,640.58,39.01,3.31,38.53,2.91
,2014,2014,Vermont,50,20-24 years,20-24,1214,22388,54.23,3306.95,576.9,39.31,2.46,38.98,1.92
,2014,2014,Vermont,50,25-29 years,25-29,1735,17533,98.96,3338.62,565.25,39.11,2.47,38.88,2.11
,2014,2014,Vermont,50,30-34 years,30-34,1833,18240,100.49,3385.66,583.62,39.04,2.27,38.9,2.01
,2014,2014,Vermont,50,35-39 years,35-39,843,17364,48.55,3367.19,625.76,38.87,2.38,38.71,2.13
,2014,2014,Vermont,50,40-44 years,40-44,179,18904,9.47,3313.44,661.16,38.46,2.92,38.59,2.31
,2014,2014,Vermont,50,45-49 years,45-49,18,Not Available,Not Available,3157.22,762.63,39.28,1.94,38.11,2.66
,2014,2014,Virginia,51,Under 15 years,15-,61,Not Available,Not Available,3070.75,530.75,38.2,3.84,38.03,3.16
,2014,2014,Virginia,51,15 - 17 years,15-17,1178,152796,7.71,3157.08,570.24,38.65,2.88,38.59,2.25
,2014,2014,Virginia,51,18 - 19 years,18-19,3681,110899,33.19,3167.79,592.05,38.75,2.84,38.54,2.33
,2014,2014,Virginia,51,20-24 years,20-24,20191,292324,69.07,3224.91,576.87,38.85,2.7,38.6,2.19
,2014,2014,Virginia,51,25-29 years,25-29,29241,290002,100.83,3301.82,590.5,38.89,2.55,38.63,2.11
,2014,2014,Virginia,51,30-34 years,30-34,30465,289555,105.21,3329.85,593.74,38.83,2.45,38.61,2.09
,2014,2014,Virginia,51,35-39 years,35-39,15017,268103,56.01,3307.82,620.05,38.57,2.54,38.41,2.13
,2014,2014,Virginia,51,40-44 years,40-44,3218,280424,11.48,3222.84,657.36,38.21,2.62,38.09,2.25
,2014,2014,Virginia,51,45-49 years,45-49,227,Not Available,Not Available,3132,672.81,38.1,2.85,37.88,2.33
,2014,2014,Virginia,51,50 years and over,50+,21,Not Available,Not Available,3127.57,598.12,37.9,2.79,37.95,2.15
,2014,2014,Washington,53,Under 15 years,15-,35,Not Available,Not Available,3207.8,589.41,38.26,3.24,38.68,2.43
,2014,2014,Washington,53,15 - 17 years,15-17,1078,130597,8.25,3227.22,572.45,38.76,2.76,38.68,2.26
,2014,2014,Washington,53,18 - 19 years,18-19,3014,83246,36.21,3278.74,568.71,38.93,2.58,38.76,2.11
,2014,2014,Washington,53,20-24 years,20-24,17165,236411,72.61,3330.53,559.36,39.05,2.4,38.82,1.96
,2014,2014,Washington,53,25-29 years,25-29,26129,247550,105.55,3374.09,578.27,39.02,2.38,38.81,2.01
,2014,2014,Washington,53,30-34 years,30-34,25945,247847,104.68,3386.17,585.29,38.91,2.29,38.79,1.98
,2014,2014,Washington,53,35-39 years,35-39,12437,225802,55.08,3363.29,614.53,38.67,2.41,38.61,2.12
,2014,2014,Washington,53,40-44 years,40-44,2591,227011,11.41,3322.36,628.03,38.43,2.41,38.46,2.1
,2014,2014,Washington,53,45-49 years,45-49,174,Not Available,Not Available,3236.15,660.18,38.43,2.48,38.08,2.2
,2014,2014,Washington,53,50 years and over,50+,17,Not Available,Not Available,3311.53,621.97,38.76,2.51,38.65,2.37
,2014,2014,West Virginia,54,Under 15 years,15-,25,Not Available,Not Available,3073.84,805.03,38.04,3.91,37.56,3.31
,2014,2014,West Virginia,54,15 - 17 years,15-17,506,32022,15.80,3168.75,560.29,38.55,2.8,38.33,2.08
,2014,2014,West Virginia,54,18 - 19 years,18-19,1466,21900,66.94,3177.33,597.73,38.66,2.83,38.4,2.26
,2014,2014,West Virginia,54,20-24 years,20-24,6252,61440,101.76,3224.23,567.77,38.7,2.62,38.48,1.96
,2014,2014,West Virginia,54,25-29 years,25-29,5989,52573,113.92,3277.91,605.11,38.65,2.54,38.43,2.01
,2014,2014,West Virginia,54,30-34 years,30-34,4040,54782,73.75,3290.02,610.26,38.46,2.47,38.33,2.05
,2014,2014,West Virginia,54,35-39 years,35-39,1721,55265,31.14,3259.51,647.89,38.2,2.69,38.14,2.25
,2014,2014,West Virginia,54,40-44 years,40-44,270,58759,4.60,3160.79,724.52,37.79,3.36,37.79,2.68
,2014,2014,West Virginia,54,45-49 years,45-49,28,Not Available,Not Available,3129.68,637.21,38.14,2.4,38.39,2.21
,2014,2014,Wisconsin,55,Under 15 years,15-,36,Not Available,Not Available,3058.53,478.31,38.42,2.41,38.69,1.88
,2014,2014,Wisconsin,55,15 - 17 years,15-17,824,109936,7.50,3149.61,592.03,38.64,3,38.53,2.43
,2014,2014,Wisconsin,55,18 - 19 years,18-19,2554,77363,33.01,3195.38,604.77,38.79,2.91,38.54,2.37
,2014,2014,Wisconsin,55,20-24 years,20-24,13435,199999,67.18,3260.25,574.12,38.85,2.57,38.59,2.13
,2014,2014,Wisconsin,55,25-29 years,25-29,21073,174564,120.72,3335.99,588.25,38.86,2.41,38.63,2.08
,2014,2014,Wisconsin,55,30-34 years,30-34,19901,184375,107.94,3374.25,593.25,38.77,2.28,38.61,1.99
,2014,2014,Wisconsin,55,35-39 years,35-39,7830,167853,46.65,3362.07,634.05,38.57,2.44,38.43,2.19
,2014,2014,Wisconsin,55,40-44 years,40-44,1425,173183,8.23,3318.1,623.72,38.32,2.53,38.28,2.2
,2014,2014,Wisconsin,55,45-49 years,45-49,79,Not Available,Not Available,3149.91,844.61,37.7,3.95,37.65,3.6
,2014,2014,Wyoming,56,15 - 17 years,15-17,130,11029,11.79,3071.58,570.12,38.28,2.89,38.22,2.43
,2014,2014,Wyoming,56,18 - 19 years,18-19,415,7075,58.66,3119.15,535.52,38.79,2.53,38.56,2.21
,2014,2014,Wyoming,56,20-24 years,20-24,2069,19952,103.70,3176.08,543.49,38.78,2.37,38.46,2.01
,2014,2014,Wyoming,56,25-29 years,25-29,2525,19627,128.65,3192.49,573,38.62,2.4,38.41,2.2
,2014,2014,Wyoming,56,30-34 years,30-34,1773,19694,90.03,3216.7,594.82,38.51,2.43,38.29,2.38
,2014,2014,Wyoming,56,35-39 years,35-39,659,17317,38.06,3257.5,543.67,38.59,2.11,38.51,1.92
,2014,2014,Wyoming,56,40-44 years,40-44,120,16127,7.44,3193.9,718.4,37.88,2.84,38.01,2.68
,2015,2015,Alabama,1,Under 15 years,15-,52,Not Available,Not Available,3009.17,584.97,37.79,2.84,38.42,2.19
,2015,2015,Alabama,1,15 - 17 years,15-17,1295,95657,13.54,3077.86,556.43,38.15,3.1,38.28,2.42
,2015,2015,Alabama,1,18 - 19 years,18-19,3444,61690,55.83,3120.21,566.92,38.5,2.77,38.37,2.14
,2015,2015,Alabama,1,20-24 years,20-24,16794,170945,98.24,3141.68,601.46,38.35,2.85,38.25,2.3
,2015,2015,Alabama,1,25-29 years,25-29,18531,164717,112.50,3214.73,620.65,38.39,2.72,38.25,2.28
,2015,2015,Alabama,1,30-34 years,30-34,13287,156739,84.77,3258.17,637.48,38.32,2.68,38.25,2.23
,2015,2015,Alabama,1,35-39 years,35-39,5272,152578,34.55,3247.73,649.67,38.08,2.66,38.08,2.24
,2015,2015,Alabama,1,40-44 years,40-44,928,156655,5.92,3191.16,696.54,37.79,2.97,37.92,2.54
,2015,2015,Alabama,1,45-49 years,45-49,51,Not Available,Not Available,3187.57,665.31,37.65,2.83,37.75,2.39
,2015,2015,Alaska,2,15 - 17 years,15-17,142,14463,9.82,3279.66,653.21,38.24,3.45,38.05,3
,2015,2015,Alaska,2,18 - 19 years,18-19,520,8149,63.81,3333.44,577.07,38.48,2.65,38.5,2.21
,2015,2015,Alaska,2,20-24 years,20-24,2723,25672,106.07,3368.62,578.42,38.93,2.42,38.69,1.98
,2015,2015,Alaska,2,25-29 years,25-29,3525,28603,123.24,3414.52,567.81,38.97,2.41,38.72,1.98
,2015,2015,Alaska,2,30-34 years,30-34,2893,26610,108.72,3446.5,586.03,38.92,2.32,38.78,1.91
,2015,2015,Alaska,2,35-39 years,35-39,1230,22319,55.11,3396.66,625.28,38.65,2.52,38.54,2.21
,2015,2015,Alaska,2,40-44 years,40-44,230,20698,11.11,3308.32,694.73,38.15,2.59,38.15,2.52
,2015,2015,Alaska,2,45-49 years,45-49,16,Not Available,Not Available,3253.12,765.04,37.81,3.17,37.69,2.97
,2015,2015,Arizona,4,Under 15 years,15-,42,Not Available,Not Available,2993.76,543.64,37.67,2.97,38.07,2.5
,2015,2015,Arizona,4,15 - 17 years,15-17,1603,135352,11.84,3157.96,562.29,38.56,2.85,38.51,2.31
,2015,2015,Arizona,4,18 - 19 years,18-19,4307,89439,48.16,3200.28,545.22,38.59,2.71,38.57,2.16
,2015,2015,Arizona,4,20-24 years,20-24,20664,234579,88.09,3262.29,537.93,38.7,2.43,38.61,1.9
,2015,2015,Arizona,4,25-29 years,25-29,25347,224342,112.98,3308.38,557.51,38.72,2.37,38.59,1.94
,2015,2015,Arizona,4,30-34 years,30-34,20971,217866,96.26,3325.53,577.84,38.64,2.35,38.55,1.98
,2015,2015,Arizona,4,35-39 years,35-39,10101,209721,48.16,3295.65,611.44,38.34,2.5,38.32,2.14
,2015,2015,Arizona,4,40-44 years,40-44,2176,208581,10.43,3243.56,649.38,38.08,2.7,38.09,2.34
,2015,2015,Arizona,4,45-49 years,45-49,128,Not Available,Not Available,3148.34,658.64,37.77,2.66,37.85,2.04
,2015,2015,Arizona,4,50 years and over,50+,12,Not Available,Not Available,2446.75,786.78,35.58,2.63,35.42,2.29
,2015,2015,Arkansas,5,Under 15 years,15-,42,Not Available,Not Available,3167.29,459.99,38.14,2.44,38.93,1.4
,2015,2015,Arkansas,5,15 - 17 years,15-17,913,58576,15.59,3133.08,571.16,38.5,3.04,38.34,2.32
,2015,2015,Arkansas,5,18 - 19 years,18-19,2764,38166,72.42,3149.99,571.51,38.62,2.74,38.4,2.14
,2015,2015,Arkansas,5,20-24 years,20-24,11548,101241,114.06,3191.67,584.88,38.58,2.68,38.37,2.14
,2015,2015,Arkansas,5,25-29 years,25-29,11806,98266,120.14,3263.13,596.39,38.59,2.6,38.38,2.1
,2015,2015,Arkansas,5,30-34 years,30-34,8040,96105,83.66,3285.06,615.73,38.5,2.56,38.29,2.1
,2015,2015,Arkansas,5,35-39 years,35-39,3175,92031,34.50,3258.87,650.43,38.25,2.75,38.11,2.21
,2015,2015,Arkansas,5,40-44 years,40-44,559,92075,6.07,3192.73,688.04,38.16,2.86,37.91,2.51
,2015,2015,Arkansas,5,45-49 years,45-49,37,Not Available,Not Available,2910.11,861.68,37.49,3.33,36.76,3.08
,2015,2015,California,6,Under 15 years,15-,220,Not Available,Not Available,3146.93,588.64,38.48,2.63,38.37,2.44
,2015,2015,California,6,15 - 17 years,15-17,6448,757041,8.52,3177.46,543.98,38.68,2.37,38.65,2.19
,2015,2015,California,6,18 - 19 years,18-19,17727,512667,34.58,3208.22,533.03,38.79,2.17,38.72,2.03
,2015,2015,California,6,20-24 years,20-24,88516,1390349,63.66,3265.1,539.82,38.82,2.11,38.72,1.96
,2015,2015,California,6,25-29 years,25-29,129918,1453595,89.38,3309.15,554.61,38.82,2.08,38.71,1.96
,2015,2015,California,6,30-34 years,30-34,145306,1386471,104.80,3313.31,565.85,38.74,2.08,38.64,1.97
,2015,2015,California,6,35-39 years,35-39,81938,1296373,63.21,3291.23,592.11,38.55,2.17,38.49,2.06
,2015,2015,California,6,40-44 years,40-44,19820,1288116,15.39,3244.4,629.29,38.27,2.33,38.24,2.24
,2015,2015,California,6,45-49 years,45-49,1640,Not Available,Not Available,3059.02,729.45,37.56,2.89,37.5,2.83
,2015,2015,California,6,50 years and over,50+,215,Not Available,Not Available,2906.31,745.91,37.21,3.31,37.15,2.97
,2015,2015,Colorado,8,Under 15 years,15-,29,Not Available,Not Available,3177.07,425.9,37.59,3.15,39.28,1.53
,2015,2015,Colorado,8,15 - 17 years,15-17,852,101835,8.37,3093.52,558.93,38.56,2.81,38.58,2.24
,2015,2015,Colorado,8,18 - 19 years,18-19,2418,67284,35.94,3099.37,561.57,38.65,2.66,38.57,2.29
,2015,2015,Colorado,8,20-24 years,20-24,12639,184932,68.34,3159.28,540.65,38.77,2.46,38.67,2.06
,2015,2015,Colorado,8,25-29 years,25-29,18699,198919,94.00,3217.85,544.23,38.8,2.26,38.74,1.93
,2015,2015,Colorado,8,30-34 years,30-34,19854,196750,100.91,3231.49,552,38.74,2.23,38.73,1.99
,2015,2015,Colorado,8,35-39 years,35-39,9977,182091,54.79,3218.4,587.11,38.52,2.34,38.57,2.13
,2015,2015,Colorado,8,40-44 years,40-44,1973,174723,11.29,3152.49,599.34,38.2,2.43,38.28,2.22
,2015,2015,Colorado,8,45-49 years,45-49,129,Not Available,Not Available,2950.31,648.3,37.37,2.4,37.49,2.13
,2015,2015,Colorado,8,50 years and over,50+,11,Not Available,Not Available,2881.73,631.54,37.18,2.29,37.45,2.57
,2015,2015,Connecticut,9,Under 15 years,15-,10,Not Available,Not Available,2782.4,676.15,36.5,3.2,37.2,3.25
,2015,2015,Connecticut,9,15 - 17 years,15-17,324,70623,4.59,3119.29,629.42,38.6,2.74,38.45,2.55
,2015,2015,Connecticut,9,18 - 19 years,18-19,917,51887,17.67,3124.23,604.95,38.63,2.83,38.45,2.58
,2015,2015,Connecticut,9,20-24 years,20-24,5180,119265,43.43,3234.19,594.21,38.83,2.67,38.6,2.37
,2015,2015,Connecticut,9,25-29 years,25-29,9383,107805,87.04,3292.54,587.86,38.9,2.39,38.67,2.16
,2015,2015,Connecticut,9,30-34 years,30-34,12120,110649,109.54,3309.09,597.47,38.83,2.35,38.62,2.16
,2015,2015,Connecticut,9,35-39 years,35-39,6326,107557,58.82,3317.62,604.79,38.63,2.3,38.52,2.09
,2015,2015,Connecticut,9,40-44 years,40-44,1359,112843,12.04,3276.57,652.53,38.33,2.55,38.24,2.3
,2015,2015,Connecticut,9,45-49 years,45-49,109,Not Available,Not Available,3022.66,614.74,37.8,2.47,37.71,2.29
,2015,2015,Connecticut,9,50 years and over,50+,18,Not Available,Not Available,2776.89,767,36.44,3.72,36.28,2.49
,2015,2015,Delaware,10,Under 15 years,15-,13,Not Available,Not Available,3001.46,477.92,37.77,2.12,38.08,1.94
,2015,2015,Delaware,10,15 - 17 years,15-17,142,17230,8.24,3202.25,480.17,38.75,2.53,38.91,1.69
,2015,2015,Delaware,10,18 - 19 years,18-19,398,12635,31.50,3180.68,573.25,38.64,2.65,38.67,2.23
,2015,2015,Delaware,10,20-24 years,20-24,2287,30737,74.41,3194.84,606.34,38.54,3.01,38.5,2.45
,2015,2015,Delaware,10,25-29 years,25-29,3326,33512,99.25,3263.61,612.03,38.59,2.78,38.55,2.36
,2015,2015,Delaware,10,30-34 years,30-34,3203,29960,106.91,3286.81,643.1,38.5,2.79,38.44,2.4
,2015,2015,Delaware,10,35-39 years,35-39,1495,28277,52.87,3243.06,637.05,38.32,2.75,38.27,2.4
,2015,2015,Delaware,10,40-44 years,40-44,276,28461,9.70,3261.02,703.58,37.95,2.85,37.99,2.54
,2015,2015,Delaware,10,45-49 years,45-49,24,Not Available,Not Available,3002.42,623.54,38.08,2.06,37.67,1.72
,2015,2015,District of Columbia,11,15 - 17 years,15-17,141,7741,18.21,3128.52,531.82,38.51,2.73,38.71,2.27
,2015,2015,District of Columbia,11,18 - 19 years,18-19,360,11810,30.48,3053.35,557.08,38.6,2.7,38.55,2.2
,2015,2015,District of Columbia,11,20-24 years,20-24,1677,32621,51.41,3106.53,605.3,38.54,2.92,38.52,2.54
,2015,2015,District of Columbia,11,25-29 years,25-29,1951,42059,46.39,3168.29,647.39,38.61,2.89,38.55,2.52
